@relation TrainingData_1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute MaritalStatus {Single,Married}
@attribute Gender {Female,Male}
@attribute Children {0,1}
@attribute Occupation {Professional,'Skilled Manual',Clerical,Manual,Management}
@attribute HomeOwner {Yes,No}
@attribute Cars {0,1}
@attribute CommuteDistance {'5-10 Miles','10+ Miles','1-2 Miles','0-1 Miles','2-5 Miles'}
@attribute Age {55-69,40-54,25-39,70-84,85-96}
@attribute BikeBuyer {No,Yes}

@data
Married,Male,1,'Skilled Manual',Yes,1,'0-1 Miles',25-39,Yes
Married,Male,1,Manual,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Married,Female,0,Professional,Yes,0,'0-1 Miles',40-54,Yes
Single,Male,1,Professional,Yes,1,'10+ Miles',40-54,Yes
Single,Female,0,Professional,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,1,'Skilled Manual',Yes,0,'2-5 Miles',25-39,Yes
Single,Female,1,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',25-39,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Female,1,Manual,Yes,1,'0-1 Miles',25-39,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,1,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Married,Male,0,Professional,Yes,0,'2-5 Miles',25-39,Yes
Single,Male,0,Professional,No,1,'0-1 Miles',25-39,Yes
Married,Female,0,Clerical,Yes,0,'1-2 Miles',25-39,Yes
Single,Female,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Single,Male,0,Professional,No,1,'10+ Miles',25-39,Yes
Single,Male,1,Professional,Yes,0,'1-2 Miles',25-39,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Female,1,Clerical,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Single,Female,0,Professional,No,1,'10+ Miles',25-39,Yes
Single,Female,0,Manual,No,1,'0-1 Miles',40-54,Yes
Married,Female,0,Professional,Yes,0,'2-5 Miles',25-39,Yes
Married,Female,1,'Skilled Manual',No,1,'5-10 Miles',55-69,Yes
Single,Female,0,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,0,'Skilled Manual',No,1,'1-2 Miles',25-39,Yes
Single,Female,1,Management,No,1,'2-5 Miles',40-54,Yes
Married,Male,1,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Female,0,Professional,No,1,'5-10 Miles',40-54,Yes
Married,Female,0,Management,No,1,'1-2 Miles',55-69,Yes
Single,Female,0,Management,Yes,1,'10+ Miles',55-69,Yes
Single,Female,1,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,1,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Female,0,Management,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Professional,Yes,1,'10+ Miles',25-39,Yes
Married,Female,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,0,'0-1 Miles',40-54,Yes
Married,Female,1,Professional,Yes,0,'5-10 Miles',40-54,Yes
Single,Male,1,Management,Yes,1,'1-2 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,1,'1-2 Miles',25-39,Yes
Single,Female,1,'Skilled Manual',No,1,'0-1 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'5-10 Miles',70-84,Yes
Single,Female,1,Manual,No,0,'0-1 Miles',40-54,Yes
Married,Female,1,Professional,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,1,Management,Yes,1,'0-1 Miles',40-54,Yes
Single,Female,0,'Skilled Manual',No,1,'1-2 Miles',40-54,Yes
Married,Female,0,Management,No,1,'0-1 Miles',25-39,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Management,Yes,1,'10+ Miles',55-69,Yes
Married,Male,0,Professional,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,1,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Female,0,Management,No,1,'2-5 Miles',40-54,Yes
Single,Female,0,Professional,Yes,1,'2-5 Miles',25-39,Yes
Married,Male,1,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Female,1,Professional,Yes,1,'10+ Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,1,'1-2 Miles',25-39,Yes
Single,Male,0,Management,No,1,'2-5 Miles',25-39,Yes
Married,Male,1,Manual,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Single,Male,0,Manual,Yes,1,'2-5 Miles',25-39,Yes
Single,Female,0,Professional,Yes,1,'10+ Miles',25-39,Yes
Single,Female,1,Professional,Yes,1,'10+ Miles',25-39,Yes
Married,Female,1,Manual,No,0,'1-2 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,1,'0-1 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Single,Male,0,'Skilled Manual',No,1,'1-2 Miles',25-39,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Professional,No,1,'5-10 Miles',40-54,Yes
Single,Male,1,Manual,No,0,'1-2 Miles',25-39,Yes
Married,Female,1,'Skilled Manual',Yes,0,'2-5 Miles',25-39,Yes
Single,Female,0,Manual,No,1,'0-1 Miles',25-39,Yes
Married,Female,0,Clerical,Yes,0,'1-2 Miles',25-39,Yes
Single,Male,0,'Skilled Manual',No,1,'2-5 Miles',25-39,Yes
Single,Female,1,Professional,Yes,1,'2-5 Miles',55-69,Yes
Single,Female,1,Clerical,Yes,1,'1-2 Miles',25-39,Yes
Single,Male,1,Professional,Yes,0,'5-10 Miles',40-54,Yes
Single,Female,1,Professional,Yes,1,'10+ Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,Professional,Yes,0,'1-2 Miles',40-54,Yes
Single,Male,0,Clerical,Yes,1,'1-2 Miles',40-54,Yes
Single,Female,1,Manual,No,1,'0-1 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,0,'0-1 Miles',40-54,Yes
Single,Female,0,Professional,Yes,1,'5-10 Miles',40-54,Yes
Married,Female,1,Management,Yes,1,'0-1 Miles',40-54,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Professional,Yes,0,'0-1 Miles',40-54,Yes
Single,Female,1,Management,Yes,1,'10+ Miles',55-69,Yes
Single,Female,0,Manual,No,1,'1-2 Miles',25-39,Yes
Single,Male,1,Manual,No,0,'1-2 Miles',40-54,Yes
Single,Female,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Single,Male,1,Professional,Yes,1,'10+ Miles',40-54,Yes
Single,Male,1,Professional,Yes,1,'10+ Miles',25-39,Yes
Single,Female,1,Management,Yes,1,'10+ Miles',25-39,Yes
Single,Female,1,Management,Yes,1,'0-1 Miles',25-39,Yes
Married,Female,1,'Skilled Manual',Yes,1,'10+ Miles',40-54,Yes
Married,Female,0,Professional,Yes,1,'0-1 Miles',40-54,Yes
Single,Male,1,'Skilled Manual',No,0,'0-1 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'2-5 Miles',40-54,Yes
Single,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Single,Female,1,Manual,No,1,'0-1 Miles',25-39,Yes
Single,Male,0,Manual,No,1,'0-1 Miles',55-69,Yes
Single,Male,0,Professional,Yes,0,'2-5 Miles',40-54,Yes
Married,Female,1,Professional,Yes,0,'5-10 Miles',40-54,Yes
Single,Male,0,Professional,No,0,'0-1 Miles',25-39,Yes
Married,Male,1,Professional,Yes,1,'2-5 Miles',55-69,Yes
Single,Female,0,Professional,No,0,'0-1 Miles',25-39,Yes
Single,Male,1,Clerical,Yes,1,'1-2 Miles',25-39,Yes
Single,Male,1,Clerical,No,0,'0-1 Miles',25-39,Yes
Single,Male,0,Clerical,No,1,'0-1 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,1,'1-2 Miles',40-54,Yes
Single,Female,1,Manual,Yes,1,'0-1 Miles',25-39,Yes
Married,Male,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Male,1,Professional,Yes,1,'10+ Miles',25-39,Yes
Married,Male,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,Management,No,1,'2-5 Miles',55-69,Yes
Married,Female,1,Professional,No,0,'0-1 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'2-5 Miles',40-54,Yes
Single,Male,1,Professional,Yes,1,'2-5 Miles',40-54,Yes
Single,Male,0,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Single,Male,0,Professional,No,1,'2-5 Miles',55-69,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Single,Male,0,Manual,Yes,1,'1-2 Miles',55-69,Yes
Married,Male,0,Management,Yes,0,'0-1 Miles',25-39,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',25-39,Yes
Married,Male,0,Management,Yes,1,'5-10 Miles',70-84,Yes
Single,Female,0,Manual,Yes,1,'0-1 Miles',55-69,Yes
Single,Male,0,Professional,No,1,'0-1 Miles',40-54,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Female,0,Manual,Yes,1,'1-2 Miles',25-39,Yes
Married,Male,1,'Skilled Manual',Yes,1,'2-5 Miles',25-39,Yes
Married,Female,0,Management,Yes,1,'10+ Miles',55-69,Yes
Single,Female,0,Professional,No,1,'1-2 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,0,'0-1 Miles',25-39,Yes
Married,Female,0,Management,Yes,1,'5-10 Miles',55-69,Yes
Married,Female,0,Clerical,Yes,1,'1-2 Miles',40-54,Yes
Married,Female,1,Management,No,1,'0-1 Miles',40-54,Yes
Married,Female,0,Management,Yes,1,'10+ Miles',55-69,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Male,1,Professional,Yes,0,'2-5 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,0,Management,No,1,'0-1 Miles',40-54,Yes
Single,Female,1,Management,Yes,1,'10+ Miles',25-39,Yes
Single,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Male,0,Professional,Yes,1,'5-10 Miles',55-69,Yes
Married,Male,0,Professional,Yes,0,'1-2 Miles',25-39,Yes
Single,Female,0,Management,No,1,'0-1 Miles',55-69,Yes
Married,Male,1,'Skilled Manual',Yes,1,'2-5 Miles',40-54,Yes
Single,Female,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',No,1,'1-2 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Married,Male,1,Management,Yes,0,'1-2 Miles',25-39,Yes
Married,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Female,1,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Male,1,'Skilled Manual',Yes,0,'0-1 Miles',25-39,Yes
Single,Male,0,'Skilled Manual',No,1,'1-2 Miles',40-54,Yes
Married,Male,0,Management,Yes,1,'1-2 Miles',40-54,Yes
Single,Male,0,Professional,No,1,'1-2 Miles',55-69,Yes
Married,Male,0,Management,Yes,1,'1-2 Miles',25-39,Yes
Single,Female,1,Management,Yes,1,'1-2 Miles',25-39,Yes
Single,Female,0,Clerical,No,0,'0-1 Miles',25-39,Yes
Married,Female,1,Professional,Yes,0,'5-10 Miles',40-54,Yes
Married,Male,1,Management,No,1,'10+ Miles',25-39,Yes
Single,Male,0,'Skilled Manual',No,1,'1-2 Miles',40-54,Yes
Single,Male,1,'Skilled Manual',No,1,'0-1 Miles',25-39,Yes
Single,Female,0,Management,No,1,'1-2 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,1,'0-1 Miles',40-54,Yes
Married,Male,0,Management,Yes,1,'5-10 Miles',40-54,Yes
Single,Female,0,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,1,Manual,Yes,0,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',55-69,Yes
Married,Female,1,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Male,1,Management,No,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Married,Male,0,Professional,Yes,0,'2-5 Miles',25-39,Yes
Married,Female,0,Clerical,No,0,'0-1 Miles',25-39,Yes
Single,Female,0,Clerical,Yes,1,'5-10 Miles',40-54,Yes
Married,Male,1,'Skilled Manual',Yes,1,'5-10 Miles',55-69,Yes
Single,Female,0,'Skilled Manual',No,1,'2-5 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Female,1,Professional,No,1,'2-5 Miles',55-69,Yes
Single,Female,0,Professional,No,1,'2-5 Miles',55-69,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Married,Female,0,Management,Yes,1,'10+ Miles',55-69,Yes
Single,Female,1,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Single,Female,0,Management,Yes,1,'10+ Miles',55-69,Yes
Single,Female,1,Professional,Yes,0,'5-10 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Single,Female,1,'Skilled Manual',Yes,0,'2-5 Miles',25-39,Yes
Single,Male,1,Clerical,No,1,'0-1 Miles',25-39,Yes
Single,Male,1,Management,No,1,'0-1 Miles',55-69,Yes
Married,Male,1,Management,Yes,1,'5-10 Miles',70-84,Yes
Single,Female,1,'Skilled Manual',Yes,0,'2-5 Miles',25-39,Yes
Single,Female,1,Clerical,Yes,0,'1-2 Miles',25-39,Yes
Married,Male,1,Professional,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,Professional,Yes,1,'5-10 Miles',40-54,Yes
Married,Male,1,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Single,Male,1,Management,No,1,'0-1 Miles',55-69,Yes
Married,Male,1,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,1,Clerical,Yes,0,'1-2 Miles',25-39,Yes
Married,Female,1,Manual,Yes,0,'1-2 Miles',40-54,Yes
Single,Female,1,'Skilled Manual',Yes,1,'2-5 Miles',40-54,Yes
Single,Male,0,Management,Yes,1,'1-2 Miles',25-39,Yes
Single,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Single,Female,0,Manual,No,1,'2-5 Miles',25-39,Yes
Single,Female,1,Manual,Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,1,Professional,Yes,1,'10+ Miles',55-69,Yes
Married,Female,0,Professional,Yes,0,'2-5 Miles',25-39,Yes
Single,Male,1,Professional,Yes,1,'10+ Miles',25-39,Yes
Single,Female,0,Professional,Yes,1,'10+ Miles',25-39,Yes
Single,Female,1,'Skilled Manual',Yes,1,'2-5 Miles',40-54,Yes
Married,Female,0,Professional,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Married,Female,1,Professional,Yes,1,'1-2 Miles',55-69,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Female,1,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Single,Female,0,Clerical,No,1,'5-10 Miles',40-54,Yes
Single,Male,1,Manual,No,1,'1-2 Miles',25-39,Yes
Married,Male,0,Clerical,No,1,'1-2 Miles',55-69,Yes
Married,Female,1,Clerical,Yes,1,'1-2 Miles',55-69,Yes
Married,Female,1,Professional,No,1,'10+ Miles',25-39,Yes
Single,Female,0,Management,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,0,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Single,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Single,Male,0,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Male,0,Manual,Yes,1,'1-2 Miles',25-39,Yes
Married,Male,0,Clerical,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Female,0,Clerical,Yes,1,'2-5 Miles',40-54,Yes
Married,Male,1,Manual,No,0,'0-1 Miles',40-54,Yes
Married,Male,0,Manual,Yes,1,'0-1 Miles',40-54,Yes
Single,Male,0,Manual,No,1,'0-1 Miles',55-69,Yes
Married,Male,1,Professional,Yes,1,'2-5 Miles',55-69,Yes
Single,Female,0,Management,Yes,1,'5-10 Miles',70-84,Yes
Single,Male,0,Management,No,1,'0-1 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Married,Male,0,Management,Yes,1,'10+ Miles',55-69,Yes
Married,Female,1,'Skilled Manual',Yes,1,'1-2 Miles',25-39,Yes
Single,Female,0,Professional,Yes,0,'0-1 Miles',40-54,Yes
Single,Male,0,'Skilled Manual',Yes,0,'1-2 Miles',40-54,Yes
Married,Female,0,Manual,No,1,'0-1 Miles',40-54,Yes
Married,Male,0,Management,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,1,Manual,Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Single,Male,1,Management,No,1,'0-1 Miles',70-84,Yes
Single,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Married,Female,1,Management,Yes,1,'0-1 Miles',55-69,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Single,Female,1,'Skilled Manual',No,0,'0-1 Miles',40-54,Yes
Single,Male,0,Professional,No,1,'2-5 Miles',25-39,Yes
Married,Male,0,Professional,No,1,'1-2 Miles',40-54,Yes
Married,Female,0,Management,Yes,1,'5-10 Miles',40-54,Yes
Single,Male,1,Management,No,1,'0-1 Miles',40-54,Yes
Single,Female,1,'Skilled Manual',No,1,'0-1 Miles',25-39,Yes
Married,Male,0,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Female,1,'Skilled Manual',Yes,1,'2-5 Miles',40-54,Yes
Single,Male,0,Professional,No,1,'1-2 Miles',40-54,Yes
Married,Female,1,Professional,Yes,1,'5-10 Miles',55-69,Yes
Married,Male,1,Management,Yes,0,'2-5 Miles',55-69,Yes
Single,Female,0,'Skilled Manual',No,1,'0-1 Miles',40-54,Yes
Married,Female,1,Management,Yes,1,'10+ Miles',25-39,Yes
Married,Female,1,Professional,No,1,'2-5 Miles',40-54,Yes
Single,Female,0,Professional,Yes,1,'2-5 Miles',25-39,Yes
Single,Male,0,Management,No,0,'0-1 Miles',25-39,Yes
Single,Male,1,'Skilled Manual',No,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,0,'0-1 Miles',40-54,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',55-69,Yes
Married,Male,0,Management,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,1,Management,Yes,0,'2-5 Miles',55-69,Yes
Married,Female,0,Professional,Yes,0,'2-5 Miles',25-39,Yes
Single,Male,1,Manual,No,1,'1-2 Miles',40-54,Yes
Married,Male,1,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Female,0,'Skilled Manual',Yes,0,'1-2 Miles',25-39,Yes
Single,Male,0,Professional,No,1,'2-5 Miles',40-54,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Professional,Yes,0,'2-5 Miles',25-39,Yes
Married,Female,0,Professional,Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,Clerical,No,0,'0-1 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Male,1,Professional,Yes,1,'2-5 Miles',40-54,Yes
Single,Female,0,Clerical,No,1,'5-10 Miles',40-54,Yes
Single,Male,0,Manual,No,1,'0-1 Miles',40-54,Yes
Single,Female,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Married,Female,1,Management,Yes,1,'0-1 Miles',25-39,Yes
Married,Male,1,'Skilled Manual',No,1,'2-5 Miles',40-54,Yes
Married,Female,0,Professional,No,1,'0-1 Miles',25-39,Yes
Married,Female,1,Professional,Yes,1,'10+ Miles',25-39,Yes
Married,Female,1,Professional,Yes,1,'2-5 Miles',40-54,Yes
Married,Female,0,Professional,Yes,1,'2-5 Miles',40-54,Yes
Single,Male,0,Professional,No,1,'0-1 Miles',25-39,Yes
Married,Female,1,Management,Yes,1,'10+ Miles',40-54,Yes
Single,Male,0,Clerical,No,0,'1-2 Miles',25-39,Yes
Single,Female,0,Professional,Yes,0,'2-5 Miles',40-54,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,1,Clerical,Yes,1,'1-2 Miles',55-69,Yes
Single,Female,0,Professional,Yes,1,'5-10 Miles',25-39,Yes
Married,Male,1,'Skilled Manual',Yes,1,'2-5 Miles',25-39,Yes
Married,Male,1,Clerical,Yes,1,'1-2 Miles',55-69,Yes
Married,Female,0,Management,Yes,1,'1-2 Miles',25-39,Yes
Married,Male,1,'Skilled Manual',Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Professional,Yes,1,'10+ Miles',25-39,Yes
Single,Female,0,Management,Yes,1,'5-10 Miles',70-84,Yes
Married,Male,0,Professional,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,0,'Skilled Manual',Yes,0,'1-2 Miles',40-54,Yes
Single,Male,1,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Male,0,Manual,No,1,'1-2 Miles',25-39,Yes
Married,Female,1,'Skilled Manual',Yes,1,'1-2 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',25-39,Yes
Married,Female,0,Professional,Yes,0,'0-1 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Single,Female,0,Professional,No,0,'0-1 Miles',25-39,Yes
Single,Male,1,Clerical,Yes,0,'1-2 Miles',25-39,Yes
Single,Female,0,Professional,No,1,'2-5 Miles',25-39,Yes
Married,Male,1,Management,Yes,1,'10+ Miles',55-69,Yes
Married,Female,1,'Skilled Manual',Yes,1,'0-1 Miles',25-39,Yes
Married,Male,1,Professional,No,0,'0-1 Miles',40-54,Yes
Married,Male,0,Professional,Yes,1,'10+ Miles',25-39,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,0,Professional,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,0,'Skilled Manual',Yes,0,'0-1 Miles',40-54,Yes
Single,Male,0,'Skilled Manual',Yes,1,'10+ Miles',55-69,Yes
Single,Male,1,Manual,Yes,0,'0-1 Miles',40-54,Yes
Single,Female,1,Manual,Yes,1,'0-1 Miles',40-54,Yes
Single,Male,0,'Skilled Manual',No,1,'1-2 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',No,1,'1-2 Miles',40-54,Yes
Single,Female,0,Clerical,No,1,'2-5 Miles',25-39,Yes
Single,Female,0,'Skilled Manual',Yes,0,'1-2 Miles',40-54,Yes
Married,Male,0,Clerical,Yes,1,'0-1 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'5-10 Miles',40-54,Yes
Married,Female,1,Professional,Yes,1,'10+ Miles',55-69,Yes
Single,Female,0,Professional,Yes,0,'0-1 Miles',25-39,Yes
Married,Male,0,Management,No,1,'0-1 Miles',55-69,Yes
Married,Female,0,Clerical,Yes,1,'1-2 Miles',40-54,Yes
Married,Male,1,Professional,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',No,1,'1-2 Miles',55-69,Yes
Married,Male,0,'Skilled Manual',Yes,1,'1-2 Miles',40-54,Yes
Married,Female,0,Manual,Yes,0,'0-1 Miles',55-69,Yes
Single,Female,0,'Skilled Manual',No,1,'1-2 Miles',40-54,Yes
Married,Male,1,Manual,Yes,1,'2-5 Miles',25-39,Yes
Married,Female,0,Clerical,Yes,0,'0-1 Miles',25-39,Yes
Married,Female,1,Professional,Yes,1,'0-1 Miles',40-54,Yes
Single,Female,1,Professional,Yes,1,'5-10 Miles',40-54,Yes
Single,Female,0,Management,Yes,1,'5-10 Miles',55-69,Yes
Single,Female,1,Management,Yes,1,'2-5 Miles',40-54,Yes
Single,Male,1,Clerical,Yes,1,'5-10 Miles',55-69,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Single,Female,0,Professional,No,1,'0-1 Miles',40-54,Yes
Single,Male,1,Clerical,Yes,1,'0-1 Miles',40-54,Yes
Single,Male,0,'Skilled Manual',Yes,1,'2-5 Miles',25-39,Yes
Married,Male,1,Manual,Yes,1,'0-1 Miles',40-54,Yes
Married,Female,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Single,Male,0,Professional,Yes,1,'2-5 Miles',25-39,Yes
Married,Female,0,'Skilled Manual',Yes,1,'1-2 Miles',40-54,Yes
Married,Male,0,Clerical,Yes,1,'0-1 Miles',40-54,Yes
Single,Female,1,Management,No,1,'0-1 Miles',40-54,Yes
Single,Female,1,Professional,Yes,1,'2-5 Miles',55-69,Yes
Single,Female,1,Management,Yes,1,'2-5 Miles',40-54,Yes
Married,Male,0,Clerical,Yes,0,'0-1 Miles',40-54,Yes
Married,Female,0,Clerical,Yes,1,'1-2 Miles',40-54,Yes
Married,Female,1,'Skilled Manual',Yes,1,'0-1 Miles',40-54,Yes
Married,Male,0,'Skilled Manual',Yes,1,'5-10 Miles',40-54,Yes
Single,Male,1,Manual,No,0,'1-2 Miles',40-54,Yes
Single,Male,0,Professional,Yes,0,'2-5 Miles',40-54,Yes
Married,Female,0,Management,Yes,1,'2-5 Miles',40-54,Yes
Single,Male,1,Professional,Yes,1,'2-5 Miles',40-54,Yes
